feature1	feature2	r	p	p_adj
Monoglobus	Acetate_d	-0.07437822651246333	0.6482999131482494	0.764908313367984
Olsenella	NH3N_d	-0.07388630717430296	0.6504765680112059	0.7654128188506434
Negativicutes_uncl	VFA_d	-0.0737977950612772	0.6508685228827849	0.7654128188506434
Rikenellaceae_uncl(RC9_gut)	NH3N_d	0.07301394297581885	0.6543436601946728	0.7682359885701002
Lachnospiraceae_uncl(NK3A20)	Tot_gas	-0.07132466809034882	0.6618573226346752	0.775783583088185
uncl(UCG-010)	NH3N_d	0.07029234355898242	0.6664651621042175	0.7799060407602545
uncl(F082)	IsoButyrate_d	0.06917594842475154	0.6714618836063091	0.7844693574812271
Acinetobacter	Tot_gas	-0.06793709464768742	0.6770230551826528	0.7896761573500762
Rhodospirillales_uncl	CH4_p	0.06756439917544618	0.678699401452308	0.7903421368703587
Izemoplasmatales	Acetate_Propionate	-0.06709274772915513	0.6808230301186531	0.7911374676266386
Megasphaera	CH4_ml	0.06692135029973623	0.6815953567244887	0.7911374676266386
Methanomicrobium	Acetate_d	-0.06595984353326399	0.6859338817310733	0.7948828613253118
Prevotellaceae_uncl(YAB2003)	CH4_p	-0.06465234374588989	0.6918495589154074	0.8004408327257546
Rikenellaceae_uncl(RC9_gut)	Tot_gas	0.0637110033949226	0.6961198054844471	0.804080227659741
Prevotellaceae_uncl(UCG-003)	CH4_p	-0.06305714803662991	0.6990913815425641	0.8049584575393172
Ruminobacter	VFA_d	-0.06304827195709692	0.699131751233449	0.8049584575393172
Methanimicrococcus	Tot_gas	0.06249120509722895	0.7016670014041329	0.8065102904129289
Dialister	VFA_d	-0.06225662685716138	0.7027355397583982	0.8065102904129289
Olsenella	VFA_d	0.061007087887144436	0.708436834064338	0.8110170939672007
Dialister	Acetate_d	-0.06089893993217857	0.7089310261951055	0.8110170939672007
Prevotellaceae_uncl(YAB2003)	ph	-0.06015525919878397	0.7123325201276007	0.8136066324141127
Prevotellaceae_uncl(UCG-003)	IsoButyrate_d	-0.058308142319770086	0.7208046578066296	0.8219702238145776
Acinetobacter	NH3N_d	-0.057332686268414375	0.7252921484745667	0.8257705193619669
Acinetobacter	Acetate_d	-0.05707427990006999	0.7264824476887148	0.8258107314744533
Candidatus_Methanomethylophilus	NH3N_d	-0.05490122961549361	0.7365170274069249	0.8358143940444378
Prevotellaceae_uncl(YAB2003)	Propionate_d	-0.05442177020479397	0.7387369334031859	0.8358143940444378
Prevotellaceae_uncl(YAB2003)	Valerate_d	-0.05415807128781766	0.7399587572449358	0.8358143940444378
Izemoplasmatales	Valerate_d	-0.05415807128781766	0.7399587572449358	0.8358143940444378
Methanimicrococcus	VFA_d	-0.05347844496360899	0.7431106395147871	0.8380506423550043
Syntrophococcus	CH4_p	0.053118108545649814	0.7447834425686987	0.8386144274592434
Streptococcus	CH4_ml	0.0523624084387807	0.7482954040433253	0.8412440469983924
Methanomethylophilaceae_uncl	CH4_p	0.05151543790492533	0.7522374893138992	0.8428329214197139
Dialister	IsoValerate_d	0.05130733715976844	0.7532070145005536	0.8428329214197139
Pseudoscardovia	CH4_p	0.05104626269631946	0.7544238684797752	0.8428329214197139
Prevotella_7	CH4_ml	0.05104626157266171	0.7544238737183453	0.8428329214197139
Selenomonas	Butyrate_d	0.050727358941510495	0.7559110557541175	0.8431769186648893
Catenisphaera	NH3N_d	0.049371130172067686	0.7622453831968172	0.8489181448375769
Izemoplasmatales	Tot_gas	0.04907342382259871	0.7636378987068623	0.8490879664144422
Selenomonas	IsoValerate_d	-0.04883087958342743	0.7647729375816794	0.8490879664144422
Monoglobus	Butyrate_d	-0.04828492375748556	0.7673296293470679	0.8496658274514228
Dialister	NH3N_d	-0.04810174364376226	0.7681880017231025	0.8496658274514228
Succinivibrio	NH3N_d	0.04795870821289691	0.7688584480574414	0.8496658274514228
Izemoplasmatales	Propionate_d	0.046070843397506625	0.7777227660635055	0.8581354594682198
Pseudobutyrivibrio	Propionate_d	-0.04575316752698264	0.7792171547835469	0.8584595773039077
Prevotella	NH3N_d	0.045234859272936606	0.7816570247209977	0.8587203066510584
Treponema	IsoValerate_d	0.04496598157430996	0.782923546812657	0.8587203066510584
Shuttleworthia	VFA_d	-0.044820953280033875	0.7836069179721915	0.8587203066510584
Eubacterium_nodatum	CH4_p	0.044349540078843626	0.7858293145110206	0.8587203066510584
uncl(UCG-010)	Tot_gas	-0.04400656935525581	0.7874472456330011	0.8587203066510584
Olsenella	Acetate_Propionate	0.043993269907644815	0.7875100022731022	0.8587203066510584
Pseudobutyrivibrio	Butyrate_d	0.04391891911230857	0.7878608687595725	0.8587203066510584
Acetitomaculum	CH4_ml	0.04312124643612348	0.7916277274494951	0.8615126714252496
Selenomonas	CH4_p	0.041911109071361786	0.7973512740679992	0.8664227370191785
Treponema	CH4_ml	0.0415669727598685	0.7989808501722975	0.8668760362263926
Pseudobutyrivibrio	Valerate_d	-0.04065155361931398	0.8033196765430007	0.8702629829215841
Bifidobacterium	CH4_p	-0.03999274005587024	0.8064458779303214	0.8723279920123749
uncl(WPS-2)	Acetate_Propionate	-0.03957328486591713	0.80843782733298	0.8731617017267079
Acetitomaculum	Butyrate_d	-0.039269963404335174	0.8098790133282384	0.873398935942218
Comamonas	Butyrate_d	0.03876217878128808	0.8122930584993401	0.8746830373901027
Comamonas	CH4_p	0.03797240225416849	0.8160511114640333	0.8774083378899005
Pseudoramibacter	Valerate_d	0.037690686301270766	0.8173926095091166	0.8775311048033309
Monoglobus	Propionate_d	-0.037026608516063736	0.8205568951892748	0.8796074663573186
uncl(NK4A214)	IsoValerate_d	0.03586181773221333	0.8261137926196793	0.8834901289162155
Methanomethylophilaceae_uncl	CH4_ml	0.035749473186252594	0.8266502045383891	0.8834901289162155
Candidatus_Saccharimonas	CH4_p	-0.03167229785515206	0.846168196569879	0.9030003888768111
Pseudobutyrivibrio	Tot_gas	0.030783669638667292	0.8504346552201796	0.9062008621198635
Bacteroidales_uncl	Acetate_Propionate	0.02951408140717811	0.8565374400064985	0.9113456392926286
Lactobacillus	VFA_d	0.028429348971074252	0.8617581862340182	0.9155380433244028
Bacteroidales_uncl	IsoButyrate_d	0.028027928113368843	0.8636916813289611	0.9162307895403667
Negativicutes_uncl	Acetate_d	0.0273529136983514	0.8669447367241349	0.9183192396411206
Monoglobus	CH4_p	-0.02618734747512671	0.8725669443572883	0.9227713576860337
Lachnospiraceae_uncl(NK3A20)	Butyrate_d	0.025946605386792273	0.8737289638509718	0.9227713576860337
Methanimicrococcus	Acetate_d	0.025145431105141884	0.8775979604763864	0.9236792048320924
Selenomonas	ph	-0.024939097654735207	0.8785948355067252	0.9236792048320924
uncl(F082)	CH4_p	0.024866286056111502	0.8789466601008633	0.9236792048320924
uncl(UCG-010)	IsoButyrate_d	-0.024476189401653893	0.8808319906838712	0.9236792048320924
Prevotellaceae_uncl(UCG-003)	Acetate_Propionate	0.024431532786527082	0.8810478569167651	0.9236792048320924
Pseudobutyrivibrio	IsoValerate_d	-0.023661974438710986	0.8847691556131869	0.9262224689069233
Eubacterium_nodatum	IsoButyrate_d	0.02240343663699297	0.8908602035585429	0.931235446702278
Dialister	IsoButyrate_d	-0.020130955505610924	0.9018739594274214	0.938944594262777
Dialister	CH4_ml	0.019800122187424243	0.9034789311463952	0.938944594262777
Prevotellaceae_uncl(UCG-003)	CH4_ml	0.01979826467795091	0.9034879435572178	0.938944594262777
Clostridia_uncl(vadinBB60)	Acetate_d	0.019798264329335603	0.9034879452486582	0.938944594262777
Prevotella	VFA_d	-0.018764366653897892	0.9085061119978002	0.9427893615071511
Candidatus_Methanomethylophilus	VFA_d	0.015949711655813208	0.9221846474586679	0.9542462385033519
Streptococcus	IsoValerate_d	0.015866312863679535	0.9225903018770235	0.9542462385033519
Pseudoscardovia	Acetate_d	0.015668981322980207	0.9235502056563909	0.9542462385033519
uncl(UCG-010)	Propionate_d	-0.01379310382776675	0.9326804125614004	0.9622723739689537
Candidatus_Methanomethylophilus	ph	-0.013409806603182613	0.9345470683312849	0.9622723739689537
Negativicutes_uncl	Propionate_d	0.013184441551341738	0.9356447570444066	0.9622723739689537
Rikenellaceae_uncl(RC9_gut)	Acetate_Propionate	0.012967505863618221	0.9367014996956529	0.9622723739689537
Eubacterium_nodatum	ph	-0.01246896360860265	0.9391304141731844	0.9633834234344718
Rhodospirillales_uncl	IsoButyrate_d	-0.011718879739944022	0.9427858653236824	0.9657476987198179
Succiniclasticum	ph	-0.009963854434001334	0.951343180161841	0.9731192758450878
Streptococcus	ph	-0.009302745608996507	0.9545681241537728	0.9750231553856393
Methanomicrobium	Valerate_d	0.008353671307826294	0.9591990234247391	0.9769780067453143
Pseudoramibacter	Butyrate_d	-0.00821056582527916	0.9598974086026029	0.9769780067453143
Rhodospirillales_uncl	Acetate_Propionate	-0.007893634692937286	0.9614442043319826	0.9769780067453143
Methanimicrococcus	Valerate_d	-0.007790502455613286	0.9619475758723095	0.9769780067453143
Izemoplasmatales	VFA_d	0.00703663749521171	0.9656274970670289	0.9788092164602008
Dialister	Acetate_Propionate	-0.0068602662493556475	0.9664885410082542	0.9788092164602008
Erysipelotrichaceae_uncl	IsoValerate_d	0.005914383552694869	0.9711069538433377	0.9809765358744391
Catenisphaera	IsoButyrate_d	0.005859989664941082	0.971372569788955	0.9809765358744391
Sphaerochaeta	VFA_d	0.004128547975456067	0.9798289776340605	0.9881209012811752
Pseudoramibacter	Propionate_d	-0.0038006756924113183	0.981430587550495	0.9883420705614139
Monoglobus	NH3N_d	0.0018774935647294286	0.9908263057668157	0.9945089715466866
Muribaculaceae	ph	-0.0015583279446542374	0.9923857432024636	0.9945089715466866
Megasphaera	IsoButyrate_d	0.0015000144002073632	0.9926706653089963	0.9945089715466866
Fibrobacter	IsoValerate_d	-0.0014084508594470824	0.9931180499081598	0.9945089715466866
Treponema	ph	-0.0005666115466133499	0.997231404092038	0.997231404092038
